safe_feature,original_feature,split_strategy,sampling_strategy,selected_model_key,importance
f_0037,s_hc1.3_heating_pump_status__dominant__is__ein,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0038,s_hc1.3_heating_pump_status__dominant__is__missing,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0039,s_hc1_control_unit_mode__dominant__is__missing,split_time_based,combined_context_resampled,expanded_lgbm_06,1
f_0040,s_hc1_control_unit_mode__dominant__is__nacht,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0041,s_hc1_control_unit_mode__dominant__is__standby,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0042,s_hc1_control_unit_mode__dominant__is__tag,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0043,s_hc1_heating_pump_status_setpoint__dominant__is__aus,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0044,s_hc1_heating_pump_status_setpoint__dominant__is__ein,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0045,s_hc1_heating_pump_status_setpoint__dominant__is__missing,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0046,season_bucket__is__autumn,split_time_based,combined_context_resampled,expanded_lgbm_06,1
f_0047,season_bucket__is__spring,split_time_based,combined_context_resampled,expanded_lgbm_06,1
f_0048,season_bucket__is__summer,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0049,season_bucket__is__winter,split_time_based,combined_context_resampled,expanded_lgbm_06,3
f_0050,days_since_last_any_event,split_time_based,combined_context_resampled,expanded_lgbm_06,496
f_0051,days_since_last_task_event,split_time_based,combined_context_resampled,expanded_lgbm_06,46
f_0052,extreme_change_count,split_time_based,combined_context_resampled,expanded_lgbm_06,76
f_0053,has_buffer_tank,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0054,has_dhw,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0055,max_timestamp_gap_minutes,split_time_based,combined_context_resampled,expanded_lgbm_06,15
f_0056,missing_count,split_time_based,combined_context_resampled,expanded_lgbm_06,15
f_0057,missing_rate,split_time_based,combined_context_resampled,expanded_lgbm_06,13
f_0058,network_temperature_gap__last,split_time_based,combined_context_resampled,expanded_lgbm_06,70
f_0059,network_temperature_gap__max_abs,split_time_based,combined_context_resampled,expanded_lgbm_06,24
f_0060,network_temperature_gap__mean,split_time_based,combined_context_resampled,expanded_lgbm_06,83
f_0061,outdoor_temperature__delta,split_time_based,combined_context_resampled,expanded_lgbm_06,53
f_0062,outdoor_temperature__first,split_time_based,combined_context_resampled,expanded_lgbm_06,35
f_0063,outdoor_temperature__last,split_time_based,combined_context_resampled,expanded_lgbm_06,55
f_0064,outdoor_temperature__max,split_time_based,combined_context_resampled,expanded_lgbm_06,63
f_0065,outdoor_temperature__mean,split_time_based,combined_context_resampled,expanded_lgbm_06,40
f_0066,outdoor_temperature__min,split_time_based,combined_context_resampled,expanded_lgbm_06,53
f_0067,outdoor_temperature__std,split_time_based,combined_context_resampled,expanded_lgbm_06,63
f_0068,p_hc1_return_temperature__delta,split_time_based,combined_context_resampled,expanded_lgbm_06,63
f_0069,p_hc1_return_temperature__first,split_time_based,combined_context_resampled,expanded_lgbm_06,34
f_0070,p_hc1_return_temperature__last,split_time_based,combined_context_resampled,expanded_lgbm_06,24
f_0071,p_hc1_return_temperature__max,split_time_based,combined_context_resampled,expanded_lgbm_06,34
f_0072,p_hc1_return_temperature__mean,split_time_based,combined_context_resampled,expanded_lgbm_06,54
f_0073,p_hc1_return_temperature__min,split_time_based,combined_context_resampled,expanded_lgbm_06,76
f_0074,p_hc1_return_temperature__std,split_time_based,combined_context_resampled,expanded_lgbm_06,90
f_0075,p_net_meter_energy__delta,split_time_based,combined_context_resampled,expanded_lgbm_06,51
f_0076,p_net_meter_energy__first,split_time_based,combined_context_resampled,expanded_lgbm_06,111
f_0077,p_net_meter_energy__last,split_time_based,combined_context_resampled,expanded_lgbm_06,21
f_0078,p_net_meter_energy__max,split_time_based,combined_context_resampled,expanded_lgbm_06,3
f_0079,p_net_meter_energy__mean,split_time_based,combined_context_resampled,expanded_lgbm_06,2
f_0080,p_net_meter_energy__min,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0081,p_net_meter_energy__missing_count,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0082,p_net_meter_energy__missing_rate,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0083,p_net_meter_energy__std,split_time_based,combined_context_resampled,expanded_lgbm_06,17
f_0084,p_net_meter_flow__delta,split_time_based,combined_context_resampled,expanded_lgbm_06,89
f_0085,p_net_meter_flow__first,split_time_based,combined_context_resampled,expanded_lgbm_06,26
f_0086,p_net_meter_flow__last,split_time_based,combined_context_resampled,expanded_lgbm_06,73
f_0087,p_net_meter_flow__max,split_time_based,combined_context_resampled,expanded_lgbm_06,33
f_0088,p_net_meter_flow__mean,split_time_based,combined_context_resampled,expanded_lgbm_06,82
f_0089,p_net_meter_flow__min,split_time_based,combined_context_resampled,expanded_lgbm_06,42
f_0090,p_net_meter_flow__missing_count,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0091,p_net_meter_flow__missing_rate,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0092,p_net_meter_flow__std,split_time_based,combined_context_resampled,expanded_lgbm_06,116
f_0093,p_net_meter_heat_power__delta,split_time_based,combined_context_resampled,expanded_lgbm_06,76
f_0094,p_net_meter_heat_power__first,split_time_based,combined_context_resampled,expanded_lgbm_06,35
f_0095,p_net_meter_heat_power__last,split_time_based,combined_context_resampled,expanded_lgbm_06,73
f_0096,p_net_meter_heat_power__max,split_time_based,combined_context_resampled,expanded_lgbm_06,9
f_0097,p_net_meter_heat_power__mean,split_time_based,combined_context_resampled,expanded_lgbm_06,20
f_0098,p_net_meter_heat_power__min,split_time_based,combined_context_resampled,expanded_lgbm_06,15
f_0099,p_net_meter_heat_power__missing_count,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0100,p_net_meter_heat_power__missing_rate,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0101,p_net_meter_heat_power__std,split_time_based,combined_context_resampled,expanded_lgbm_06,34
f_0102,p_net_meter_volume__delta,split_time_based,combined_context_resampled,expanded_lgbm_06,51
f_0103,p_net_meter_volume__first,split_time_based,combined_context_resampled,expanded_lgbm_06,131
f_0104,p_net_meter_volume__last,split_time_based,combined_context_resampled,expanded_lgbm_06,25
f_0105,p_net_meter_volume__max,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0106,p_net_meter_volume__mean,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0107,p_net_meter_volume__min,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0108,p_net_meter_volume__missing_count,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0109,p_net_meter_volume__missing_rate,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0110,p_net_meter_volume__std,split_time_based,combined_context_resampled,expanded_lgbm_06,30
f_0111,p_net_return_temperature__delta,split_time_based,combined_context_resampled,expanded_lgbm_06,60
f_0112,p_net_return_temperature__first,split_time_based,combined_context_resampled,expanded_lgbm_06,33
f_0113,p_net_return_temperature__last,split_time_based,combined_context_resampled,expanded_lgbm_06,41
f_0114,p_net_return_temperature__max,split_time_based,combined_context_resampled,expanded_lgbm_06,53
f_0115,p_net_return_temperature__mean,split_time_based,combined_context_resampled,expanded_lgbm_06,35
f_0116,p_net_return_temperature__min,split_time_based,combined_context_resampled,expanded_lgbm_06,8
f_0117,p_net_return_temperature__missing_count,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0118,p_net_return_temperature__missing_rate,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0119,p_net_return_temperature__std,split_time_based,combined_context_resampled,expanded_lgbm_06,97
f_0120,p_net_supply_temperature__delta,split_time_based,combined_context_resampled,expanded_lgbm_06,32
f_0121,p_net_supply_temperature__first,split_time_based,combined_context_resampled,expanded_lgbm_06,56
f_0122,p_net_supply_temperature__last,split_time_based,combined_context_resampled,expanded_lgbm_06,120
f_0123,p_net_supply_temperature__max,split_time_based,combined_context_resampled,expanded_lgbm_06,27
f_0124,p_net_supply_temperature__mean,split_time_based,combined_context_resampled,expanded_lgbm_06,95
f_0125,p_net_supply_temperature__min,split_time_based,combined_context_resampled,expanded_lgbm_06,43
f_0126,p_net_supply_temperature__missing_count,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0127,p_net_supply_temperature__missing_rate,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0128,p_net_supply_temperature__std,split_time_based,combined_context_resampled,expanded_lgbm_06,106
f_0129,row_count,split_time_based,combined_context_resampled,expanded_lgbm_06,3
f_0130,s_hc1_supply_temperature__delta,split_time_based,combined_context_resampled,expanded_lgbm_06,26
f_0131,s_hc1_supply_temperature__first,split_time_based,combined_context_resampled,expanded_lgbm_06,38
f_0132,s_hc1_supply_temperature__last,split_time_based,combined_context_resampled,expanded_lgbm_06,39
f_0133,s_hc1_supply_temperature__max,split_time_based,combined_context_resampled,expanded_lgbm_06,80
f_0134,s_hc1_supply_temperature__mean,split_time_based,combined_context_resampled,expanded_lgbm_06,19
f_0135,s_hc1_supply_temperature__min,split_time_based,combined_context_resampled,expanded_lgbm_06,60
f_0136,s_hc1_supply_temperature__std,split_time_based,combined_context_resampled,expanded_lgbm_06,52
f_0137,s_hc1_supply_temperature_setpoint__missing_count,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0138,s_hc1_supply_temperature_setpoint__missing_rate,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0139,timestamp_gap_count,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0140,hc1_supply_temperature_gap__last,split_time_based,combined_context_resampled,expanded_lgbm_06,70
f_0141,hc1_supply_temperature_gap__max_abs,split_time_based,combined_context_resampled,expanded_lgbm_06,88
f_0142,hc1_supply_temperature_gap__mean,split_time_based,combined_context_resampled,expanded_lgbm_06,39
f_0143,s_hc1_supply_temperature_setpoint__delta,split_time_based,combined_context_resampled,expanded_lgbm_06,19
f_0144,s_hc1_supply_temperature_setpoint__first,split_time_based,combined_context_resampled,expanded_lgbm_06,31
f_0145,s_hc1_supply_temperature_setpoint__last,split_time_based,combined_context_resampled,expanded_lgbm_06,40
f_0146,s_hc1_supply_temperature_setpoint__max,split_time_based,combined_context_resampled,expanded_lgbm_06,40
f_0147,s_hc1_supply_temperature_setpoint__mean,split_time_based,combined_context_resampled,expanded_lgbm_06,21
f_0148,s_hc1_supply_temperature_setpoint__min,split_time_based,combined_context_resampled,expanded_lgbm_06,60
f_0149,s_hc1_supply_temperature_setpoint__std,split_time_based,combined_context_resampled,expanded_lgbm_06,43
f_0150,s_dhw_lower_storage_temperature__delta,split_time_based,combined_context_resampled,expanded_lgbm_06,31
f_0151,s_dhw_lower_storage_temperature__first,split_time_based,combined_context_resampled,expanded_lgbm_06,30
f_0152,s_dhw_lower_storage_temperature__last,split_time_based,combined_context_resampled,expanded_lgbm_06,88
f_0153,s_dhw_lower_storage_temperature__max,split_time_based,combined_context_resampled,expanded_lgbm_06,47
f_0154,s_dhw_lower_storage_temperature__mean,split_time_based,combined_context_resampled,expanded_lgbm_06,31
f_0155,s_dhw_lower_storage_temperature__min,split_time_based,combined_context_resampled,expanded_lgbm_06,51
f_0156,s_dhw_lower_storage_temperature__missing_count,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0157,s_dhw_lower_storage_temperature__missing_rate,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0158,s_dhw_lower_storage_temperature__std,split_time_based,combined_context_resampled,expanded_lgbm_06,33
f_0159,s_dhw_upper_storage_temperature__delta,split_time_based,combined_context_resampled,expanded_lgbm_06,12
f_0160,s_dhw_upper_storage_temperature__first,split_time_based,combined_context_resampled,expanded_lgbm_06,13
f_0161,s_dhw_upper_storage_temperature__last,split_time_based,combined_context_resampled,expanded_lgbm_06,71
f_0162,s_dhw_upper_storage_temperature__max,split_time_based,combined_context_resampled,expanded_lgbm_06,46
f_0163,s_dhw_upper_storage_temperature__mean,split_time_based,combined_context_resampled,expanded_lgbm_06,61
f_0164,s_dhw_upper_storage_temperature__min,split_time_based,combined_context_resampled,expanded_lgbm_06,32
f_0165,s_dhw_upper_storage_temperature__missing_count,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0166,s_dhw_upper_storage_temperature__missing_rate,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0167,s_dhw_upper_storage_temperature__std,split_time_based,combined_context_resampled,expanded_lgbm_06,32
f_0168,s_dhw_supply_temperature__delta,split_time_based,combined_context_resampled,expanded_lgbm_06,16
f_0169,s_dhw_supply_temperature__first,split_time_based,combined_context_resampled,expanded_lgbm_06,9
f_0170,s_dhw_supply_temperature__last,split_time_based,combined_context_resampled,expanded_lgbm_06,23
f_0171,s_dhw_supply_temperature__max,split_time_based,combined_context_resampled,expanded_lgbm_06,35
f_0172,s_dhw_supply_temperature__mean,split_time_based,combined_context_resampled,expanded_lgbm_06,44
f_0173,s_dhw_supply_temperature__min,split_time_based,combined_context_resampled,expanded_lgbm_06,23
f_0174,s_dhw_supply_temperature__missing_count,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0175,s_dhw_supply_temperature__missing_rate,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0176,s_dhw_supply_temperature__std,split_time_based,combined_context_resampled,expanded_lgbm_06,84
f_0177,dhw_supply_temperature_gap__last,split_time_based,combined_context_resampled,expanded_lgbm_06,29
f_0178,dhw_supply_temperature_gap__max_abs,split_time_based,combined_context_resampled,expanded_lgbm_06,75
f_0179,dhw_supply_temperature_gap__mean,split_time_based,combined_context_resampled,expanded_lgbm_06,27
f_0180,s_dhw_supply_temperature_setpoint__delta,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0181,s_dhw_supply_temperature_setpoint__first,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0182,s_dhw_supply_temperature_setpoint__last,split_time_based,combined_context_resampled,expanded_lgbm_06,3
f_0183,s_dhw_supply_temperature_setpoint__max,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0184,s_dhw_supply_temperature_setpoint__mean,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0185,s_dhw_supply_temperature_setpoint__min,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0186,s_dhw_supply_temperature_setpoint__missing_count,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0187,s_dhw_supply_temperature_setpoint__missing_rate,split_time_based,combined_context_resampled,expanded_lgbm_06,0
f_0188,s_dhw_supply_temperature_setpoint__std,split_time_based,combined_context_resampled,expanded_lgbm_06,3
f_0189,day_of_week,split_time_based,combined_context_resampled,expanded_lgbm_06,54
f_0190,day_of_year,split_time_based,combined_context_resampled,expanded_lgbm_06,336
f_0191,hour_of_day,split_time_based,combined_context_resampled,expanded_lgbm_06,10
f_0192,is_heating_season,split_time_based,combined_context_resampled,expanded_lgbm_06,1
f_0193,is_weekend,split_time_based,combined_context_resampled,expanded_lgbm_06,0
